Link,Direction,Sublink,NearLatitude_DecDeg,NearLongitude_DecDeg,FarLatitude_DecDeg,FarLongitude_DecDeg,Frequency_GHz,Polarization,Length_km,NearAntennaDiameter_m,FarAntennaDiameter_m
10121,B,290,57.75606,12.06644,57.72571,12.13316,33.173,Vertical,5.21594,0.3,0.3
10122,A,488,57.74415,12.12731,57.7371,12.08794,33.173,Vertical,2.47227,0.3,0.3
10122,B,486,57.7371,12.08794,57.74415,12.12731,32.361,Vertical,2.47227,0.3,0.3
10123,A,48,57.7567,12.15821,57.72974,12.12133,29.1865,Vertical,3.71942,0.3,0.3
10123,B,47,57.72974,12.12133,57.7567,12.15821,28.1785,Vertical,3.71942,0.3,0.3
10124,A,524,57.7431,12.16273,57.74415,12.12731,37.268,Vertical,2.11263,0.3,0.3
10124,B,523,57.74415,12.12731,57.7431,12.16273,38.528,Vertical,2.11263,0.3,0.3
10125,A,261,57.70386,12.15294,57.69402,12.13715,37.296,Vertical,1.44439,0.3,0.3
10125,B,262,57.69402,12.13715,57.70386,12.15294,38.556,Vertical,1.44439,0.3,0.3
10126,A,238,57.66429,12.11279,57.67648,12.09582,28.2065,Vertical,1.69253,0.3,0.3
10126,B,235,57.67648,12.09582,57.66429,12.11279,29.2145,Vertical,1.69253,0.3,0.3
10127,A,24,57.66449,12.0195,57.68194,12.00302,28.1785,Vertical,2.17676,0.3,0.3
10127,B,23,57.68194,12.00302,57.66449,12.0195,29.1865,Vertical,2.17676,0.3,0.3
10128,A,232,57.65908,12.13829,57.67648,12.09582,28.178,Vertical,3.18898,0.3,0.3
10128,B,231,57.67648,12.09582,57.65908,12.13829,29.1865,Vertical,3.18898,0.3,0.3
10129,A,183,57.64468,12.15882,57.61683,12.16657,29.2425,Vertical,3.13401,0.3,0.3
10129,B,184,57.61683,12.16657,57.64468,12.15882,28.2345,Vertical,3.13401,0.3,0.3
10130,A,376,57.68802,12.19611,57.6775,12.22863,28.2345,Vertical,2.26595,0.3,0.3
10130,B,375,57.6775,12.22863,57.68802,12.19611,29.2425,Vertical,2.26595,0.3,0.3
10131,A,626,57.6775,12.22863,57.68196,12.14913,19.205,Vertical,4.76897,0.6,0.6
10131,B,625,57.68196,12.14913,57.6775,12.22863,18.195,Vertical,4.76897,0.6,0.6
10132,A,373,57.69883,12.27118,57.70899,12.33996,28.2345,Vertical,4.2544,0.3,0.3
10132,B,374,57.70899,12.33996,57.69883,12.27118,29.2425,Vertical,4.2544,0.3,0.3
10133,A,240,57.68857,12.28659,57.70899,12.33996,28.1785,Vertical,3.91144,0.3,0.3
10133,B,239,57.70899,12.33996,57.68857,12.28659,29.1865,Vertical,3.91144,0.3,0.3
10134,A,391,57.67153,12.36057,57.67169,12.30099,28.2625,Vertical,3.55523,0.6,0.6
10134,B,388,57.67169,12.30099,57.67153,12.36057,29.2705,Vertical,3.55523,0.6,0.6
10135,A,389,57.67153,12.36057,57.67169,12.30099,28.1785,Vertical,3.55523,0.3,0.3
10135,B,392,57.67169,12.30099,57.67153,12.36057,29.1865,Vertical,3.55523,0.3,0.3
10136,A,166,57.66594,12.40732,57.67169,12.30099,18.36,Vertical,6.37755,0.6,0.6
10136,B,165,57.67169,12.30099,57.66594,12.40732,19.37,Vertical,6.37755,0.6,0.6
10137,A,634,57.67218,12.46012,57.67586,12.43001,38.528,Vertical,1.84322,0.3,0.3
10137,B,633,57.67586,12.43001,57.67218,12.46012,37.268,Vertical,1.84322,0.3,0.3
10138,A,387,57.67586,12.43001,57.67169,12.30099,18.25,Vertical,7.71218,0.6,0.6
10138,B,390,57.67169,12.30099,57.67586,12.43001,19.26,Vertical,7.71218,0.6,0.6
10139,A,297,57.66578,12.24122,57.6775,12.22863,28.1785,Vertical,1.50586,0.3,0.3
10139,B,298,57.6775,12.22863,57.66578,12.24122,29.1865,Vertical,1.50586,0.3,0.3
10140,A,230,57.68196,12.14913,57.67648,12.09582,28.2485,Vertical,3.23806,0.3,0.3
10140,B,237,57.67648,12.09582,57.68196,12.14913,29.2565,Vertical,3.23806,0.3,0.3
10141,A,333,57.70221,12.19986,57.6775,12.22863,28.1785,Vertical,3.24177,0.3,0.3
10141,B,334,57.6775,12.22863,57.70221,12.19986,29.1865,Vertical,3.24177,0.3,0.3
10142,A,473,57.65517,12.01086,57.62855,11.9672,28.2065,Vertical,3.94748,0.3,0.3
10142,B,474,57.62855,11.9672,57.65517,12.01086,29.2145,Vertical,3.94748,0.3,0.3
10143,A,260,57.69402,12.13715,57.62855,11.9672,18.195,Vertical,12.49116,0.6,0.6
10143,B,259,57.62855,11.9672,57.69402,12.13715,19.205,Vertical,12.49116,0.6,0.6
10144,A,660,57.70899,12.33996,57.67153,12.36057,29.1865,Vertical,4.34752,0.3,0.6
10144,B,659,57.67153,12.36057,57.70899,12.33996,28.1785,Vertical,4.34752,0.6,0.3
10145,A,228,57.73364,12.28132,57.74461,12.32516,29.2425,Vertical,2.88243,0.3,0.3
10145,B,226,57.74461,12.32516,57.73364,12.28132,28.2345,Vertical,2.88243,0.3,0.3
10146,A,461,57.69854,12.36871,57.67153,12.36057,29.2425,Vertical,3.04489,0.3,0.3
10146,B,462,57.67153,12.36057,57.69854,12.36871,28.2345,Vertical,3.04489,0.3,0.3
10147,A,385,57.61412,12.27883,57.62857,12.34903,37.268,Vertical,4.49278,0.3,0.6
10147,B,386,57.62857,12.34903,57.61412,12.27883,38.528,Vertical,4.49278,0.6,0.3
10148,A,594,57.62857,12.34903,57.67153,12.36057,29.1865,Vertical,4.83144,0.6,0.6
10148,B,593,57.67153,12.36057,57.62857,12.34903,28.1785,Vertical,4.83144,0.6,0.6
10149,A,138,57.65165,12.40266,57.66594,12.40732,38.528,Vertical,1.61572,0.3,0.3
10149,B,137,57.66594,12.40732,57.65165,12.40266,37.268,Vertical,1.61572,0.3,0.3
10150,A,532,57.62203,12.4226,57.62857,12.34903,28.2345,Vertical,4.45566,0.6,0.6
10150,B,531,57.62857,12.34903,57.62203,12.4226,29.2425,Vertical,4.45566,0.6,0.6
10151,A,612,57.63692,12.46145,57.67586,12.43001,29.1865,Vertical,4.72351,0.3,0.6
10151,B,611,57.67586,12.43001,57.63692,12.46145,28.1785,Vertical,4.72351,0.6,0.3
10152,A,326,57.65567,12.50912,57.63692,12.46145,37.296,Vertical,3.52964,0.6,0.3
10152,B,325,57.63692,12.46145,57.65567,12.50912,38.556,Vertical,3.52964,0.3,0.6
10153,A,151,57.62355,12.47429,57.67586,12.43001,14.963,Vertical,6.39553,0.6,0.3
10153,B,152,57.67586,12.43001,57.62355,12.47429,14.543,Vertical,6.39553,0.3,0.6
10154,A,482,57.69902,12.46904,57.70734,12.42345,28.2345,Vertical,2.87146,0.3,0.3
10154,B,481,57.70734,12.42345,57.69902,12.46904,29.2425,Vertical,2.87146,0.3,0.3
10155,A,384,57.75399,12.27229,57.77768,12.25512,29.2145,Vertical,2.82792,0.3,0.3
10155,B,383,57.77768,12.25512,57.75399,12.27229,28.2065,Vertical,2.82792,0.3,0.3
10156,A,188,57.77768,12.25512,57.77038,12.27281,28.2485,Vertical,1.32958,0.3,0.3
10156,B,189,57.77038,12.27281,57.77768,12.25512,29.2565,Vertical,1.32958,0.3,0.3
10157,A,212,57.77382,12.29635,57.77768,12.25512,38.584,Vertical,2.49088,0.3,0.3
10157,B,211,57.77768,12.25512,57.77382,12.29635,37.324,Vertical,2.49088,0.3,0.3
10158,A,190,57.78536,12.31329,57.77038,12.27281,28.2065,Vertical,2.92969,0.3,0.3
10158,B,187,57.77038,12.27281,57.78536,12.31329,29.2145,Vertical,2.92969,0.3,0.3
10159,A,65,57.7976,12.35682,57.81457,12.42355,29.2705,Vertical,4.39391,0.3,0.3
10159,B,66,57.81457,12.42355,57.7976,12.35682,28.2625,Vertical,4.39391,0.3,0.3
10160,A,102,57.80021,12.31624,57.81644,12.34246,37.324,Vertical,2.38613,0.3,0.3
10160,B,101,57.81644,12.34246,57.80021,12.31624,38.584,Vertical,2.38613,0.3,0.3
10161,A,381,57.76707,12.30989,57.77768,12.25512,38.556,Vertical,3.46685,0.3,0.3
10161,B,382,57.77768,12.25512,57.76707,12.30989,37.296,Vertical,3.46685,0.3,0.3
10162,A,80,57.80655,12.36819,57.81644,12.34246,37.24,Vertical,1.88443,0.3,0.6
10162,B,79,57.81644,12.34246,57.80655,12.36819,38.5,Vertical,1.88443,0.6,0.3
10163,A,131,57.74309,12.21449,57.77038,12.27281,28.2625,Vertical,4.61254,0.6,0.3
10163,B,132,57.77038,12.27281,57.74309,12.21449,29.2705,Vertical,4.61254,0.3,0.6
10164,A,18,57.84231,12.42607,57.81457,12.42355,29.2425,Vertical,3.09127,0.3,0.3
10164,B,17,57.81457,12.42355,57.84231,12.42607,28.2345,Vertical,3.09127,0.3,0.3
10165,A,657,57.68293,12.24956,57.6775,12.22863,38.584,Vertical,1.3869,0.3,0.6
10165,B,658,57.6775,12.22863,57.68293,12.24956,37.324,Vertical,1.3869,0.6,0.3
10166,A,84,57.84903,12.26223,57.82686,12.29087,38.556,Vertical,2.99738,0.3,0.3
10166,B,85,57.82686,12.29087,57.84903,12.26223,37.296,Vertical,2.99738,0.3,0.3
10167,A,81,57.83565,12.29569,57.82686,12.29087,38.584,Vertical,1.01948,0.2,0.2
10167,B,83,57.82686,12.29087,57.83565,12.29569,37.324,Vertical,1.01948,0.2,0.2
10168,A,511,57.85832,12.21977,57.89907,12.18677,37.268,Vertical,4.94058,0.6,0.6
10168,B,512,57.89907,12.18677,57.85832,12.21977,38.528,Vertical,4.94058,0.6,0.6
10169,A,82,57.82686,12.29087,57.81644,12.34246,28.2625,Vertical,3.27794,0.3,0.3
10169,B,86,57.81644,12.34246,57.82686,12.29087,29.2705,Vertical,3.27794,0.3,0.3
10170,A,114,57.8575,12.31172,57.88118,12.32388,28.2345,Vertical,2.73257,0.3,0.3
10170,B,113,57.88118,12.32388,57.8575,12.31172,29.2425,Vertical,2.73257,0.3,0.3
10171,A,100,57.92724,12.3824,57.81644,12.34246,14.529,Vertical,12.56002,0.6,0.6
10171,B,99,57.81644,12.34246,57.92724,12.3824,15.089,Vertical,12.56002,0.6,0.6
10172,A,643,57.70734,12.42345,57.67153,12.36057,29.2145,Vertical,5.47279,0.6,0.6
10172,B,644,57.67153,12.36057,57.70734,12.42345,28.2065,Vertical,5.47279,0.6,0.6
10173,A,569,57.64367,11.9869,57.64811,11.96078,29.2145,Vertical,1.63613,0.3,0.3
10173,B,570,57.64811,11.96078,57.64367,11.9869,28.2065,Vertical,1.63613,0.3,0.3
10174,A,628,57.64151,12.01284,57.65676,12.02215,29.2145,Vertical,1.78676,0.3,0.3
10174,B,629,57.65676,12.02215,57.64151,12.01284,28.2065,Vertical,1.78676,0.3,0.3
10175,A,173,57.63604,12.02583,57.65076,11.91455,18.305,Vertical,6.84501,0.3,0.6
10175,B,174,57.65076,11.91455,57.63604,12.02583,19.315,Vertical,6.84501,0.6,0.3
10176,A,171,57.64373,12.02986,57.63604,12.02583,29.1865,Vertical,0.88908,0.3,0.3
10176,B,172,57.63604,12.02583,57.64373,12.02986,28.1785,Vertical,0.88908,0.3,0.3
10177,A,521,57.64987,12.00548,57.64095,11.95013,29.1865,Vertical,3.45144,0.3,0.3
10177,B,522,57.64095,11.95013,57.64987,12.00548,28.1785,Vertical,3.45144,0.3,0.3
10178,A,630,57.65676,12.02215,57.66449,12.0195,29.2425,Vertical,0.87497,0.3,0.3
10178,B,627,57.66449,12.0195,57.65676,12.02215,28.2345,Vertical,0.87497,0.3,0.3
10179,A,346,57.65106,12.03718,57.62855,11.9672,32.361,Vertical,4.87325,0.3,0.3
10179,B,345,57.62855,11.9672,57.65106,12.03718,33.173,Vertical,4.87325,0.3,0.3
10180,A,19,57.66158,12.02778,57.68194,12.00302,37.268,Vertical,2.70557,0.3,0.3
10180,B,21,57.68194,12.00302,57.66158,12.02778,38.528,Vertical,2.70557,0.3,0.3
10181,A,607,57.67514,11.99563,57.6781,11.98416,28.2065,Vertical,0.75917,0.3,0.3
10181,B,608,57.6781,11.98416,57.67514,11.99563,29.2145,Vertical,0.75917,0.3,0.3
10182,A,229,57.66548,12.0522,57.67648,12.09582,37.212,Vertical,2.87675,0.3,0.6
10182,B,236,57.67648,12.09582,57.66548,12.0522,38.472,Vertical,2.87675,0.6,0.3
10183,A,357,57.62324,12.03459,57.62855,11.9672,28.2625,Vertical,4.06953,0.3,0.6
10183,B,358,57.62855,11.9672,57.62324,12.03459,29.2705,Vertical,4.06953,0.6,0.3
10184,A,447,57.61066,12.02821,57.61548,12.07572,28.1785,Vertical,2.89042,0.3,0.3
10184,B,444,57.61548,12.07572,57.61066,12.02821,29.1865,Vertical,2.89042,0.3,0.3
10185,A,356,57.60722,12.05135,57.62324,12.03459,29.1865,Vertical,2.04497,0.3,0.3
10185,B,355,57.62324,12.03459,57.60722,12.05135,28.1785,Vertical,2.04497,0.3,0.3
10186,A,443,57.60011,12.06478,57.61548,12.07572,28.2625,Vertical,1.83177,0.3,0.3
10186,B,448,57.61548,12.07572,57.60011,12.06478,29.2705,Vertical,1.83177,0.3,0.3
10187,A,305,57.5793,12.05271,57.61548,12.07572,32.333,Vertical,4.25584,0.3,0.3
10187,B,306,57.61548,12.07572,57.5793,12.05271,33.145,Vertical,4.25584,0.3,0.3
10188,A,98,57.59906,12.11499,57.56872,12.11357,29.2705,Vertical,3.37924,0.3,0.3
10188,B,97,57.56872,12.11357,57.59906,12.11499,28.2625,Vertical,3.37924,0.3,0.3
10189,A,446,57.55346,12.0576,57.61548,12.07572,28.2065,Vertical,6.98814,0.6,0.6
10189,B,445,57.61548,12.07572,57.55346,12.0576,29.2145,Vertical,6.98814,0.6,0.6
10190,A,179,57.61683,12.16657,57.67648,12.09582,18.195,Vertical,7.86951,0.6,0.6
10190,B,181,57.67648,12.09582,57.61683,12.16657,19.205,Vertical,7.86951,0.6,0.6
10191,A,182,57.60704,12.21078,57.61683,12.16657,29.1865,Vertical,2.85843,0.3,0.3
10191,B,180,57.61683,12.16657,57.60704,12.21078,28.1785,Vertical,2.85843,0.3,0.3
10192,A,528,57.64811,11.96078,57.62855,11.9672,28.2625,Vertical,2.21095,0.3,0.3
10192,B,527,57.62855,11.9672,57.64811,11.96078,29.2705,Vertical,2.21095,0.3,0.3
10193,A,200,57.58773,12.10175,57.58005,12.09127,38.444,Vertical,1.05994,0.3,0.3
10193,B,199,57.58005,12.09127,57.58773,12.10175,37.184,Vertical,1.05994,0.3,0.3
10194,A,609,57.58018,12.06544,57.60011,12.06478,29.2425,Vertical,2.21928,0.3,0.3
10194,B,610,57.60011,12.06478,57.58018,12.06544,28.2345,Vertical,2.21928,0.3,0.3
10195,A,291,57.73064,12.1141,57.75606,12.06644,28.1785,Vertical,4.00789,0.3,0.6
10195,B,289,57.75606,12.06644,57.73064,12.1141,29.1865,Vertical,4.00789,0.6,0.3
10196,A,161,57.67444,12.06536,57.67648,12.09582,37.24,Vertical,1.83151,0.3,0.3
10196,B,159,57.67648,12.09582,57.67444,12.06536,38.5,Vertical,1.83151,0.3,0.3
10197,A,487,57.73871,12.10684,57.7371,12.08794,38.528,Vertical,1.13937,0.3,0.3
10197,B,485,57.7371,12.08794,57.73871,12.10684,37.268,Vertical,1.13937,0.3,0.3
10198,A,282,57.73392,12.065,57.74798,12.0778,38.528,Vertical,1.74162,0.3,0.3
10198,B,281,57.74798,12.0778,57.73392,12.065,37.268,Vertical,1.74162,0.3,0.3
10199,A,22,57.66759,12.02144,57.68194,12.00302,37.184,Vertical,1.9388,0.3,0.3
10199,B,20,57.68194,12.00302,57.66759,12.02144,38.444,Vertical,1.9388,0.3,0.3
10200,A,106,57.71251,11.78202,57.72355,11.8898,18.36,Vertical,6.53997,0.6,0.6
10200,B,105,57.72355,11.8898,57.71251,11.78202,19.37,Vertical,6.53997,0.6,0.6
10201,A,425,57.40982,12.00901,57.54445,11.96402,7.61,Vertical,15.22773,0.6,0.6
10201,B,428,57.54445,11.96402,57.40982,12.00901,7.456,Vertical,15.22773,0.6,0.6
10202,A,28,57.93692,11.88309,57.87776,11.95378,19.205,Vertical,7.80555,1.2,0.6
10202,B,27,57.87776,11.95378,57.93692,11.88309,18.195,Vertical,7.80555,0.6,1.2
10203,A,341,57.77136,12.0262,57.74716,11.99763,28.1785,Horizontal,3.18588,0.3,0.3
10203,B,339,57.74716,11.99763,57.77136,12.0262,29.1865,Horizontal,3.18588,0.3,0.3
10204,A,58,57.77694,12.05739,57.80422,12.0402,37.296,Vertical,3.20454,0.3,0.3
10204,B,57,57.80422,12.0402,57.77694,12.05739,38.556,Vertical,3.20454,0.3,0.3
10205,A,162,57.81076,12.03086,57.81058,12.05947,29.1865,Vertical,1.70106,0.3,0.3
10205,B,160,57.81058,12.05947,57.81076,12.03086,28.1785,Vertical,1.70106,0.3,0.3
10206,A,129,57.79669,12.05287,57.80422,12.0402,28.2065,Vertical,1.12741,0.3,0.3
10206,B,130,57.80422,12.0402,57.79669,12.05287,29.2145,Vertical,1.12741,0.3,0.3
10207,A,91,57.81761,12.03941,57.80422,12.0402,28.1785,Vertical,1.49091,0.3,0.3
10207,B,92,57.80422,12.0402,57.81761,12.03941,29.1865,Vertical,1.49091,0.3,0.3
10208,A,63,57.80269,12.07691,57.80422,12.0402,37.324,Vertical,2.18932,0.3,0.3
10208,B,64,57.80422,12.0402,57.80269,12.07691,38.584,Vertical,2.18932,0.3,0.3
10209,A,78,57.78042,12.09642,57.80422,12.0402,28.2625,Vertical,4.26653,0.3,0.6
10209,B,77,57.80422,12.0402,57.78042,12.09642,29.2705,Vertical,4.26653,0.6,0.3
10210,A,380,57.79849,12.20264,57.77768,12.25512,29.1865,Vertical,3.88757,0.3,0.3
10210,B,379,57.77768,12.25512,57.79849,12.20264,28.1785,Vertical,3.88757,0.3,0.3
10211,A,366,57.79823,12.17251,57.82466,12.1952,28.2625,Vertical,3.23612,0.3,0.3
10211,B,365,57.82466,12.1952,57.79823,12.17251,29.2705,Vertical,3.23612,0.3,0.3
10212,A,140,57.82466,12.1952,57.81944,12.246,29.1865,Vertical,3.07423,0.3,0.3
10212,B,139,57.81944,12.246,57.82466,12.1952,28.1785,Vertical,3.07423,0.3,0.3
10213,A,401,57.72605,11.85747,57.71251,11.78202,32.389,Vertical,4.74248,0.3,0.3
10213,B,402,57.71251,11.78202,57.72605,11.85747,33.201,Vertical,4.74248,0.3,0.3
10214,A,574,57.72051,11.82208,57.70773,11.84305,38.556,Vertical,1.89362,0.3,0.3
10214,B,573,57.70773,11.84305,57.72051,11.82208,37.296,Vertical,1.89362,0.3,0.3
10215,A,398,57.70773,11.84305,57.71251,11.78202,28.2065,Vertical,3.67636,0.3,0.3
10215,B,399,57.71251,11.78202,57.70773,11.84305,29.2145,Vertical,3.67636,0.3,0.3
10216,A,280,57.72741,11.87471,57.72355,11.8898,37.296,Vertical,0.99666,0.3,0.3
10216,B,279,57.72355,11.8898,57.72741,11.87471,38.556,Vertical,0.99666,0.3,0.3
10217,A,595,57.71396,11.86312,57.70773,11.84305,38.5,Vertical,1.38357,0.3,0.3
10217,B,596,57.70773,11.84305,57.71396,11.86312,37.24,Vertical,1.38357,0.3,0.3
10218,A,218,57.74939,11.82286,57.74197,11.7907,38.556,Vertical,2.08577,0.3,0.3
10218,B,217,57.74197,11.7907,57.74939,11.82286,37.296,Vertical,2.08577,0.3,0.3
10219,A,497,57.75434,11.87957,57.77662,11.89551,38.556,Vertical,2.65483,0.3,0.3
10219,B,498,57.77662,11.89551,57.75434,11.87957,37.296,Vertical,2.65483,0.3,0.3
10220,A,560,57.77662,11.89551,57.72355,11.8898,28.2345,Vertical,5.91717,0.6,0.6
10220,B,559,57.72355,11.8898,57.77662,11.89551,29.2425,Vertical,5.91717,0.6,0.6
10221,A,347,57.76734,12.00477,57.74716,11.99763,28.1758,Vertical,2.28697,0.3,0.3
10221,B,348,57.74716,11.99763,57.76734,12.00477,29.1865,Vertical,2.28697,0.3,0.3
10222,A,681,57.78721,12.01252,57.80246,12.00359,38.528,Vertical,1.77845,0.3,0.3
10222,B,682,57.80246,12.00359,57.78721,12.01252,37.268,Vertical,1.77845,0.3,0.3
10223,A,176,57.8557,12.01466,57.84597,11.97898,38.556,Vertical,2.37981,0.3,0.3
10223,B,175,57.84597,11.97898,57.8557,12.01466,37.296,Vertical,2.37981,0.3,0.3
10224,A,244,57.77831,11.9672,57.75482,11.92055,29.2705,Vertical,3.81373,0.3,0.3
10224,B,242,57.75482,11.92055,57.77831,11.9672,28.2625,Vertical,3.81373,0.3,0.3
10225,A,427,57.81784,11.99054,57.80422,12.0402,28.2345,Vertical,3.31834,0.3,0.3
10225,B,424,57.80422,12.0402,57.81784,11.99054,29.2425,Vertical,3.31834,0.3,0.3
10226,A,393,57.72503,11.76342,57.71251,11.78202,37.268,Vertical,1.78087,0.3,0.3
10226,B,394,57.71251,11.78202,57.72503,11.76342,38.528,Vertical,1.78087,0.3,0.3
10227,A,115,57.70528,11.75517,57.71251,11.78202,28.2345,Vertical,1.79158,0.3,0.3
10227,B,118,57.71251,11.78202,57.70528,11.75517,29.2425,Vertical,1.79158,0.3,0.3
10228,A,266,57.81058,12.05947,57.80422,12.0402,28.2345,Vertical,1.34655,0.3,0.3
10228,B,265,57.80422,12.0402,57.81058,12.05947,29.2425,Vertical,1.34655,0.3,0.3
10229,A,656,57.70987,11.70754,57.72507,11.73766,37.24,Vertical,2.46726,0.3,0.3
10229,B,653,57.72507,11.73766,57.70987,11.70754,38.5,Vertical,2.46726,0.3,0.3
10230,A,397,57.74197,11.7907,57.71251,11.78202,32.333,Vertical,3.3204,0.3,0.3
10230,B,400,57.71251,11.78202,57.74197,11.7907,33.145,Vertical,3.3204,0.3,0.3
10231,A,41,57.8283,11.91298,57.86071,11.86308,28.1785,Vertical,4.66874,0.3,0.3
10231,B,40,57.86071,11.86308,57.8283,11.91298,29.1865,Vertical,4.66874,0.3,0.3
10232,A,423,57.84597,11.97898,57.80422,12.0402,28.2065,Vertical,5.90213,0.6,0.6
10232,B,421,57.80422,12.0402,57.84597,11.97898,29.2145,Vertical,5.90213,0.6,0.6
10233,A,650,57.77833,11.8445,57.74197,11.7907,33.201,Vertical,5.16143,0.3,0.3
10233,B,649,57.74197,11.7907,57.77833,11.8445,32.389,Vertical,5.16143,0.3,0.3
10234,A,654,57.71289,11.73295,57.72507,11.73766,37.296,Vertical,1.3847,0.3,0.3
10234,B,655,57.72507,11.73766,57.71289,11.73295,38.556,Vertical,1.3847,0.3,0.3
10235,A,688,57.80274,11.91586,57.72355,11.8898,14.571,Vertical,8.9505,0.3,0.6
10235,B,687,57.72355,11.8898,57.80274,11.91586,14.991,Vertical,8.9505,0.6,0.3
10236,A,648,57.72507,11.73766,57.74197,11.7907,33.173,Vertical,3.67697,0.3,0.3
10236,B,647,57.74197,11.7907,57.72507,11.73766,32.361,Vertical,3.67697,0.3,0.3
10237,A,50,57.83135,12.01965,57.80422,12.0402,37.296,Vertical,3.25713,0.6,0.6
10237,B,49,57.80422,12.0402,57.83135,12.01965,38.556,Vertical,3.25713,0.6,0.6
10238,A,284,57.78811,12.15102,57.80422,12.0402,18.36,Vertical,6.82993,0.6,0.6
10238,B,286,57.80422,12.0402,57.78811,12.15102,19.37,Vertical,6.82993,0.6,0.6
10239,A,44,57.81115,11.76464,57.86071,11.86308,18.36,Vertical,8.03955,0.6,0.6
10239,B,39,57.86071,11.86308,57.81115,11.76464,19.37,Vertical,8.03955,0.6,0.6
10240,A,128,57.838,11.7168,57.81115,11.76464,29.2425,Vertical,4.1249,0.3,0.6
10240,B,127,57.81115,11.76464,57.838,11.7168,28.2345,Vertical,4.1249,0.6,0.3
10241,A,592,57.89146,11.64501,57.87774,11.73885,32.389,Vertical,5.77289,0.3,0.3
10241,B,591,57.87774,11.73885,57.89146,11.64501,33.201,Vertical,5.77289,0.3,0.3
10242,A,147,57.87774,11.73885,57.84913,11.79925,29.2425,Vertical,4.79529,0.3,0.3
10242,B,148,57.84913,11.79925,57.87774,11.73885,28.2345,Vertical,4.79529,0.3,0.3
