Link,Direction,Sublink,NearLatitude_DecDeg,NearLongitude_DecDeg,FarLatitude_DecDeg,FarLongitude_DecDeg,Frequency_GHz,Polarization,Length_km,NearAntennaDiameter_m,FarAntennaDiameter_m
10243,A,246,57.81193,11.85063,57.8283,11.91298,29.2425,Vertical,4.12965,0.3,0.6
10243,B,245,57.8283,11.91298,57.81193,11.85063,28.2345,Vertical,4.12965,0.6,0.3
10244,A,43,57.84913,11.79925,57.86071,11.86308,28.1785,Vertical,4.00264,0.3,0.3
10244,B,38,57.86071,11.86308,57.84913,11.79925,29.1865,Vertical,4.00264,0.3,0.3
10245,A,678,57.87082,11.91914,57.86071,11.86308,28.2065,Vertical,3.51282,0.3,0.3
10245,B,677,57.86071,11.86308,57.87082,11.91914,29.2145,Vertical,3.51282,0.3,0.3
10246,A,549,57.87156,11.98173,57.86976,11.95401,29.1865,Vertical,1.65755,0.3,0.3
10246,B,550,57.86976,11.95401,57.87156,11.98173,28.1785,Vertical,1.65755,0.3,0.3
10247,A,690,57.88544,11.97859,57.87776,11.95378,28.1785,Vertical,1.70229,0.3,0.3
10247,B,689,57.87776,11.95378,57.88544,11.97859,29.1865,Vertical,1.70229,0.3,0.3
10248,A,343,57.86976,11.95401,57.87776,11.95378,28.2345,Vertical,0.891,0.3,0.3
10248,B,344,57.87776,11.95378,57.86976,11.95401,29.2425,Vertical,0.891,0.3,0.3
10249,A,42,57.85596,11.9096,57.86071,11.86308,37.324,Vertical,2.81206,0.3,0.3
10249,B,36,57.86071,11.86308,57.85596,11.9096,38.584,Vertical,2.81206,0.3,0.3
10250,A,419,57.80246,12.00359,57.80422,12.0402,28.1785,Vertical,2.18514,0.3,0.3
10250,B,420,57.80422,12.0402,57.80246,12.00359,29.1865,Vertical,2.18514,0.3,0.3
10251,A,222,57.88911,11.88304,57.90541,11.8945,37.24,Vertical,1.93763,0.3,0.3
10251,B,225,57.90541,11.8945,57.88911,11.88304,38.5,Vertical,1.93763,0.3,0.3
10252,A,104,57.87638,11.97763,57.86976,11.95401,29.2425,Vertical,1.58338,0.3,0.3
10252,B,103,57.86976,11.95401,57.87638,11.97763,28.2345,Vertical,1.58338,0.3,0.3
10253,A,683,57.86523,11.99776,57.86976,11.95401,38.472,Vertical,2.64509,0.3,0.3
10253,B,684,57.86976,11.95401,57.86523,11.99776,37.212,Vertical,2.64509,0.3,0.3
10254,A,219,57.90911,11.98259,57.90541,11.8945,14.5325,Vertical,5.23855,0.6,0.6
10254,B,223,57.90541,11.8945,57.90911,11.98259,14.9525,Vertical,5.23855,0.6,0.6
10255,A,73,57.88614,11.79702,57.93692,11.88309,18.36,Vertical,7.61444,0.6,0.6
10255,B,71,57.93692,11.88309,57.88614,11.79702,19.37,Vertical,7.61444,0.6,0.6
10256,A,680,57.92189,11.75615,57.91559,11.77247,37.324,Vertical,1.1949,0.3,0.3
10256,B,679,57.91559,11.77247,57.92189,11.75615,38.584,Vertical,1.1949,0.3,0.3
10257,A,378,57.88588,11.58737,57.89146,11.64501,29.1865,Vertical,3.47495,0.3,0.3
10257,B,377,57.89146,11.64501,57.88588,11.58737,28.1785,Vertical,3.47495,0.3,0.3
10258,A,88,57.91559,11.77247,57.88614,11.79702,29.2705,Vertical,3.58664,0.3,0.3
10258,B,90,57.88614,11.79702,57.91559,11.77247,28.2625,Vertical,3.58664,0.3,0.3
10259,A,220,57.90541,11.8945,57.87776,11.95378,28.1785,Vertical,4.67288,0.3,0.3
10259,B,227,57.87776,11.95378,57.90541,11.8945,29.1865,Vertical,4.67288,0.3,0.3
10260,A,72,57.96351,11.77824,57.93692,11.88309,14.543,Vertical,6.87842,0.3,0.6
10260,B,70,57.93692,11.88309,57.96351,11.77824,14.963,Vertical,6.87842,0.6,0.3
10261,A,67,57.94582,11.85342,57.93692,11.88309,37.296,Vertical,2.01724,0.3,0.3
10261,B,74,57.93692,11.88309,57.94582,11.85342,38.556,Vertical,2.01724,0.3,0.3
10262,A,224,57.93378,11.97499,57.90541,11.8945,14.599,Vertical,5.72105,0.6,0.6
10262,B,221,57.90541,11.8945,57.93378,11.97499,15.019,Vertical,5.72105,0.6,0.6
10263,A,68,57.92888,11.80781,57.93692,11.88309,28.1785,Vertical,4.5486,0.6,0.6
10263,B,69,57.93692,11.88309,57.92888,11.80781,29.1865,Vertical,4.5486,0.6,0.6
10264,A,302,57.88055,12.13921,57.91492,12.15882,38.5,Vertical,3.99897,0.6,0.6
10264,B,303,57.91492,12.15882,57.88055,12.13921,37.24,Vertical,3.99897,0.6,0.6
10265,A,636,57.86847,12.02882,57.84597,11.97898,29.2425,Vertical,3.87691,0.3,0.3
10265,B,635,57.84597,11.97898,57.86847,12.02882,28.2345,Vertical,3.87691,0.3,0.3
10266,A,674,57.89822,12.05157,57.90396,12.01861,29.1865,Vertical,2.05662,0.3,0.3
10266,B,673,57.90396,12.01861,57.89822,12.05157,28.1785,Vertical,2.05662,0.3,0.3
10267,A,263,57.89528,12.07376,57.90396,12.01861,29.2425,Vertical,3.41007,0.3,0.3
10267,B,264,57.90396,12.01861,57.89528,12.07376,28.2345,Vertical,3.41007,0.3,0.3
10268,A,671,57.91994,12.07023,57.92812,12.09396,28.1785,Vertical,1.67502,0.3,0.3
10268,B,672,57.92812,12.09396,57.91994,12.07023,29.1865,Vertical,1.67502,0.3,0.3
10269,A,554,57.95826,12.12087,57.97455,12.14748,28.2345,Vertical,2.40202,0.3,0.3
10269,B,556,57.97455,12.14748,57.95826,12.12087,29.2425,Vertical,2.40202,0.3,0.3
10270,A,123,57.94034,12.12434,57.92812,12.09396,28.2065,Vertical,2.25558,0.3,0.3
10270,B,120,57.92812,12.09396,57.94034,12.12434,29.2145,Vertical,2.25558,0.3,0.3
10271,A,146,57.93906,12.16159,57.94034,12.12434,29.2425,Vertical,2.21146,0.3,0.3
10271,B,145,57.94034,12.12434,57.93906,12.16159,28.2345,Vertical,2.21146,0.3,0.3
10272,A,668,57.95065,12.13746,57.94034,12.12434,38.556,Vertical,1.38655,0.3,0.3
10272,B,667,57.94034,12.12434,57.95065,12.13746,37.296,Vertical,1.38655,0.3,0.3
10273,A,301,57.87697,12.09443,57.91492,12.15882,15.019,Vertical,5.69457,0.6,0.6
10273,B,304,57.91492,12.15882,57.87697,12.09443,14.599,Vertical,5.69457,0.6,0.6
10274,A,121,57.91492,12.15882,57.92812,12.09396,28.1785,Vertical,4.11526,0.3,0.3
10274,B,124,57.92812,12.09396,57.91492,12.15882,29.1865,Vertical,4.11526,0.3,0.3
10275,A,299,57.89907,12.18677,57.91492,12.15882,29.1865,Vertical,2.42057,0.3,0.3
10275,B,300,57.91492,12.15882,57.89907,12.18677,28.1785,Vertical,2.42057,0.3,0.3
10276,A,360,57.97455,12.14748,57.94034,12.12434,29.1865,Vertical,4.04754,0.3,0.3
10276,B,359,57.94034,12.12434,57.97455,12.14748,28.1785,Vertical,4.04754,0.3,0.3
10277,A,676,57.93098,12.02873,57.92812,12.09396,28.2625,Vertical,3.87779,0.3,0.3
10277,B,675,57.92812,12.09396,57.93098,12.02873,29.2705,Vertical,3.87779,0.3,0.3
10278,A,119,57.90396,12.01861,57.92812,12.09396,18.305,Vertical,5.21375,0.3,0.6
10278,B,122,57.92812,12.09396,57.90396,12.01861,19.315,Vertical,5.21375,0.6,0.3
10279,A,243,57.79677,11.9343,57.77662,11.89551,29.1865,Vertical,3.21873,0.3,0.3
10279,B,241,57.77662,11.89551,57.79677,11.9343,28.1785,Vertical,3.21873,0.3,0.3
10280,A,37,57.84275,11.8712,57.86071,11.86308,37.212,Vertical,2.05648,0.3,0.3
10280,B,35,57.86071,11.86308,57.84275,11.8712,38.472,Vertical,2.05648,0.3,0.3
10281,A,89,57.8988,11.83383,57.88614,11.79702,29.1865,Vertical,2.59853,0.3,0.3
10281,B,87,57.88614,11.79702,57.8988,11.83383,28.1785,Vertical,2.59853,0.3,0.3
10282,A,272,57.73537,11.67604,57.68198,11.65452,19.205,Vertical,6.08106,0.6,0.6
10282,B,271,57.68198,11.65452,57.73537,11.67604,18.195,Vertical,6.08106,0.6,0.6
10283,A,269,57.68198,11.65452,57.72355,11.8898,7.456,Horizontal,14.77158,0.6,0.6
10283,B,274,57.72355,11.8898,57.68198,11.65452,7.61,Horizontal,14.77158,0.6,0.6
10284,A,268,57.70958,11.64791,57.68198,11.65452,37.212,Vertical,3.09851,0.3,0.6
10284,B,270,57.68198,11.65452,57.70958,11.64791,38.472,Vertical,3.09851,0.6,0.3
10285,A,686,57.7173,11.64661,57.68198,11.65452,37.268,Vertical,3.96029,0.6,0.6
10285,B,685,57.68198,11.65452,57.7173,11.64661,38.528,Vertical,3.96029,0.6,0.6
10286,A,276,57.77788,11.61644,57.74197,11.7907,29.2425,Vertical,11.11698,0.9,0.9
10286,B,275,57.74197,11.7907,57.77788,11.61644,28.2345,Vertical,11.11698,0.9,0.9
10287,A,338,57.7554,11.6528,57.73537,11.67604,38.528,Vertical,2.62454,0.3,0.3
10287,B,337,57.73537,11.67604,57.7554,11.6528,37.268,Vertical,2.62454,0.3,0.3
10288,A,55,57.76959,12.01606,57.74716,11.99763,28.2345,Vertical,2.72734,0.3,0.3
10288,B,56,57.74716,11.99763,57.76959,12.01606,29.2425,Vertical,2.72734,0.3,0.3
10289,A,4,57.77905,12.03998,57.78109,12.03528,29.2145,Vertical,0.36079,0.3,0.3
10289,B,3,57.78109,12.03528,57.77905,12.03998,28.2065,Vertical,0.36079,0.3,0.3
10290,A,285,57.7935,11.99427,57.80246,12.00359,38.5,Vertical,1.14078,0.2,0.3
10290,B,283,57.80246,12.00359,57.7935,11.99427,37.268,Vertical,1.14078,0.3,0.2
10291,A,51,57.76013,11.95265,57.75216,11.9591,28.1785,Vertical,0.96727,0.3,0.3
10291,B,52,57.75216,11.9591,57.76013,11.95265,29.1865,Vertical,0.96727,0.3,0.3
10292,A,413,57.77631,11.99937,57.76734,12.00477,29.2705,Vertical,1.04804,0.3,0.3
10292,B,414,57.76734,12.00477,57.77631,11.99937,28.2625,Vertical,1.04804,0.3,0.3
10293,A,158,57.81062,11.97284,57.81784,11.99054,38.472,Vertical,1.32327,0.3,0.3
10293,B,157,57.81784,11.99054,57.81062,11.97284,37.212,Vertical,1.32327,0.3,0.3
10294,A,191,57.53519,11.93086,57.54445,11.96402,28.2065,Vertical,2.23792,0.3,0.3
10294,B,192,57.54445,11.96402,57.53519,11.93086,29.2145,Vertical,2.23792,0.3,0.3
10295,A,426,57.52259,11.94959,57.54445,11.96402,28.1785,Vertical,2.58262,0.3,0.3
10295,B,422,57.54445,11.96402,57.52259,11.94959,29.1865,Vertical,2.58262,0.3,0.3
10296,A,150,57.50743,11.99256,57.53519,11.93086,29.2425,Vertical,4.81848,0.6,0.6
10296,B,149,57.53519,11.93086,57.50743,11.99256,28.2345,Vertical,4.81848,0.6,0.6
10297,A,134,57.4539,11.93077,57.45149,11.96821,29.2425,Vertical,2.26339,0.3,0.3
10297,B,133,57.45149,11.96821,57.4539,11.93077,28.2345,Vertical,2.26339,0.3,0.3
10298,A,54,57.47948,11.97201,57.45149,11.96821,29.2145,Vertical,3.12393,0.3,0.3
10298,B,53,57.45149,11.96821,57.47948,11.97201,28.2065,Vertical,3.12393,0.3,0.3
10299,A,318,57.46922,11.99071,57.48725,12.05824,28.1785,Vertical,4.52126,0.3,0.3
10299,B,321,57.48725,12.05824,57.46922,11.99071,29.1865,Vertical,4.52126,0.3,0.3
10300,A,319,57.45149,11.96821,57.48725,12.05824,18.305,Vertical,6.70994,0.6,0.6
10300,B,315,57.48725,12.05824,57.45149,11.96821,19.315,Vertical,6.70994,0.6,0.6
10301,A,267,57.4308,11.93935,57.40982,12.00901,28.17875,Vertical,4.79262,0.6,0.6
10301,B,273,57.40982,12.00901,57.4308,11.93935,29.1865,Vertical,4.79262,0.6,0.6
10302,A,546,57.42862,11.98516,57.40982,12.00901,37.324,Vertical,2.53626,0.3,0.3
10302,B,545,57.40982,12.00901,57.42862,11.98516,38.584,Vertical,2.53626,0.3,0.3
10303,A,548,57.37299,11.97367,57.40982,12.00901,28,Vertical,4.61773,0.6,0.6
10303,B,547,57.40982,12.00901,57.37299,11.97367,28,Vertical,4.61773,0.6,0.6
10304,A,317,57.50703,12.06412,57.48725,12.05824,28.2065,Vertical,2.22996,0.3,0.3
10304,B,314,57.48725,12.05824,57.50703,12.06412,29.2145,Vertical,2.22996,0.3,0.3
10305,A,586,57.5068,12.08205,57.48725,12.05824,37.24,Vertical,2.60316,0.3,0.3
10305,B,585,57.48725,12.05824,57.5068,12.08205,38.5,Vertical,2.60316,0.3,0.3
10306,A,518,57.48944,12.08035,57.48725,12.05824,32.347,Vertical,1.34807,0.3,0.3
10306,B,517,57.48725,12.05824,57.48944,12.08035,33.159,Vertical,1.34807,0.3,0.3
10307,A,515,57.48852,12.10566,57.48944,12.08035,38.472,Vertical,1.52179,0.3,0.3
10307,B,516,57.48944,12.08035,57.48852,12.10566,37.212,Vertical,1.52179,0.3,0.3
10308,A,514,57.48027,12.09186,57.48944,12.08035,38.5,Vertical,1.23247,0.3,0.3
10308,B,513,57.48944,12.08035,57.48027,12.09186,37.24,Vertical,1.23247,0.3,0.3
10309,A,168,57.46535,12.10057,57.43655,12.02608,29.2425,Vertical,5.50184,0.3,0.6
10309,B,167,57.43655,12.02608,57.46535,12.10057,28.2345,Vertical,5.50184,0.6,0.3
10310,A,322,57.44623,12.11039,57.48725,12.05824,28.1785,Vertical,5.53532,0.6,0.3
10310,B,313,57.48725,12.05824,57.44623,12.11039,29.1865,Vertical,5.53532,0.3,0.6
10311,A,258,57.35412,12.08937,57.40982,12.00901,18.195,Vertical,7.86182,0.6,0.6
10311,B,256,57.40982,12.00901,57.35412,12.08937,19.205,Vertical,7.86182,0.6,0.6
10312,A,499,57.35213,12.13545,57.36575,12.14632,29.2425,Vertical,1.65101,0.3,0.3
10312,B,500,57.36575,12.14632,57.35213,12.13545,28.2345,Vertical,1.65101,0.3,0.3
10313,A,26,57.31582,12.17328,57.33952,12.15754,29.1865,Vertical,2.80368,0.3,0.3
10313,B,25,57.33952,12.15754,57.31582,12.17328,28.1785,Vertical,2.80368,0.3,0.3
10314,A,255,57.38791,12.02416,57.35412,12.08937,29.1865,Vertical,5.43539,0.3,0.6
10314,B,257,57.35412,12.08937,57.38791,12.02416,28.1785,Vertical,5.43539,0.6,0.3
10315,A,505,57.53452,12.17439,57.54191,12.11047,38.528,Vertical,3.91562,0.6,0.6
10315,B,506,57.54191,12.11047,57.53452,12.17439,37.268,Vertical,3.91562,0.6,0.6
10316,A,543,57.43655,12.02608,57.40982,12.00901,28.2065,Vertical,3.14772,0.3,0.3
10316,B,544,57.40982,12.00901,57.43655,12.02608,29.2145,Vertical,3.14772,0.3,0.3
10317,A,669,57.49135,12.00979,57.48725,12.05824,37.296,Vertical,2.9412,0.3,0.3
10317,B,670,57.48725,12.05824,57.49135,12.00979,38.556,Vertical,2.9412,0.3,0.3
10318,A,370,57.55516,11.98875,57.54445,11.96402,37.24,Vertical,1.90068,0.3,0.3
10318,B,369,57.54445,11.96402,57.55516,11.98875,38.5,Vertical,1.90068,0.3,0.3
10319,A,31,57.55891,11.9635,57.54445,11.96402,37.212,Vertical,1.60945,0.3,0.3
10319,B,32,57.54445,11.96402,57.55891,11.9635,38.472,Vertical,1.60945,0.3,0.3
10320,A,584,57.54191,12.11047,57.48725,12.05824,18.36,Vertical,6.84287,0.6,0.6
10320,B,583,57.48725,12.05824,57.54191,12.11047,19.37,Vertical,6.84287,0.6,0.6
10321,A,144,57.57084,12.23662,57.56957,12.303,29.2425,Vertical,3.97451,0.3,0.3
10321,B,143,57.56957,12.303,57.57084,12.23662,28.2345,Vertical,3.97451,0.3,0.3
10322,A,34,57.45934,12.18798,57.48725,12.05824,18.415,Vertical,8.38118,0.6,0.6
10322,B,33,57.48725,12.05824,57.45934,12.18798,19.425,Vertical,8.38118,0.6,0.6
10323,A,156,57.33136,12.32006,57.35334,12.21084,14.515,Vertical,7.01685,0.6,0.6
10323,B,155,57.35334,12.21084,57.33136,12.32006,14.935,Vertical,7.01685,0.6,0.6
10324,A,350,57.36442,12.34718,57.35334,12.21084,14.599,Vertical,8.29767,0.6,0.6
10324,B,349,57.35334,12.21084,57.36442,12.34718,15.019,Vertical,8.29767,0.6,0.6
10325,A,213,57.52939,11.97883,57.54445,11.96402,37.296,Vertical,1.89689,0.3,0.3
10325,B,214,57.54445,11.96402,57.52939,11.97883,38.556,Vertical,1.89689,0.3,0.3
10326,A,364,57.40525,11.96814,57.40982,12.00901,37.2995,Vertical,2.50806,0.3,0.3
10326,B,363,57.40982,12.00901,57.40525,11.96814,38.5595,Vertical,2.50806,0.3,0.3
10327,A,29,57.39787,12.24899,57.39879,12.18744,29.2425,Vertical,3.70238,0.3,0.3
10327,B,30,57.39879,12.18744,57.39787,12.24899,28.2345,Vertical,3.70238,0.3,0.3
10328,A,495,57.64629,11.8618,57.64947,11.89227,29.2425,Vertical,1.85362,0.3,0.3
10328,B,492,57.64947,11.89227,57.64629,11.8618,28.2345,Vertical,1.85362,0.3,0.3
10329,A,493,57.64545,11.87681,57.64947,11.89227,29.1685,Vertical,1.02567,0.3,0.3
10329,B,490,57.64947,11.89227,57.64545,11.87681,28.1785,Vertical,1.02567,0.3,0.3
10330,A,479,57.62696,11.93514,57.6326,11.94944,29.1865,Vertical,1.06017,0.3,0.3
10330,B,480,57.6326,11.94944,57.62696,11.93514,28.1785,Vertical,1.06017,0.3,0.3
10331,A,249,57.6326,11.94944,57.65076,11.91455,28.2625,Vertical,2.90312,0.3,0.3
10331,B,250,57.65076,11.91455,57.6326,11.94944,29.2705,Vertical,2.90312,0.3,0.3
10332,A,434,57.63057,11.90582,57.65076,11.91455,28.1785,Vertical,2.30709,0.3,0.3
10332,B,431,57.65076,11.91455,57.63057,11.90582,29.1865,Vertical,2.30709,0.3,0.3
10333,A,489,57.63198,11.88656,57.64947,11.89227,29.2705,Vertical,1.97646,0.3,0.3
10333,B,491,57.64947,11.89227,57.63198,11.88656,28.2625,Vertical,1.97646,0.3,0.3
10334,A,538,57.61799,11.89062,57.6151,11.79072,33.201,Vertical,5.97867,0.3,0.3
10334,B,537,57.6151,11.79072,57.61799,11.89062,32.389,Vertical,5.97867,0.3,0.3
10335,A,619,57.59376,11.93448,57.57948,11.97472,29.1865,Vertical,2.88487,0.3,0.3
10335,B,620,57.57948,11.97472,57.59376,11.93448,28.1785,Vertical,2.88487,0.3,0.3
10336,A,501,57.61401,11.94699,57.63057,11.90582,29.2425,Vertical,3.07442,0.3,0.3
10336,B,502,57.63057,11.90582,57.61401,11.94699,28.2345,Vertical,3.07442,0.3,0.3
10337,A,126,57.64216,11.77299,57.6151,11.79072,29.2705,Vertical,3.19287,0.3,0.3
10337,B,125,57.6151,11.79072,57.64216,11.77299,28.2625,Vertical,3.19287,0.3,0.3
10338,A,248,57.6151,11.79072,57.65076,11.91455,18.36,Vertical,8.39449,0.6,0.6
10338,B,247,57.65076,11.91455,57.6151,11.79072,19.37,Vertical,8.39449,0.6,0.6
10339,A,536,57.59569,11.80599,57.6151,11.79072,38.584,Vertical,2.34548,0.3,0.3
10339,B,535,57.6151,11.79072,57.59569,11.80599,37.324,Vertical,2.34548,0.3,0.3
10340,A,576,57.56979,11.79178,57.59569,11.80599,37.24,Vertical,3.00627,0.3,0.3
10340,B,575,57.59569,11.80599,57.56979,11.79178,38.5,Vertical,3.00627,0.3,0.3
10341,A,417,57.57948,11.97472,57.54445,11.96402,28.2065,Vertical,3.95074,0.6,0.6
10341,B,418,57.54445,11.96402,57.57948,11.97472,29.2145,Vertical,3.95074,0.6,0.6
10342,A,484,57.60884,11.93334,57.59376,11.93448,37.268,Vertical,1.68041,0.2,0.3
10342,B,483,57.59376,11.93448,57.60884,11.93334,38.528,Vertical,1.68041,0.3,0.2
10343,A,342,57.60431,11.95576,57.57948,11.97472,38.584,Vertical,2.98785,0.3,0.6
10343,B,340,57.57948,11.97472,57.60431,11.95576,37.324,Vertical,2.98785,0.6,0.3
10344,A,216,57.51814,12.08076,57.50703,12.06412,29.2705,Vertical,1.58834,0.3,0.3
10344,B,215,57.50703,12.06412,57.51814,12.08076,28.2625,Vertical,1.58834,0.3,0.3
10345,A,316,57.49337,12.07641,57.48725,12.05824,28.2345,Vertical,1.28505,0.3,0.3
10345,B,320,57.48725,12.05824,57.49337,12.07641,29.2425,Vertical,1.28505,0.3,0.3
10346,A,712,57.42555,12.1673,57.46876,12.22136,19.37,Vertical,5.80218,0.3,0.6
10346,B,708,57.46876,12.22136,57.42555,12.1673,18.36,Vertical,5.80218,0.6,0.3
10347,A,710,57.50173,12.16744,57.46876,12.22136,28.2065,Vertical,4.8924,0.6,0.6
10347,B,709,57.46876,12.22136,57.50173,12.16744,29.2145,Vertical,4.8924,0.6,0.6
10348,A,711,57.56957,12.303,57.46876,12.22136,19.315,Vertical,12.24242,0.6,0.6
10348,B,707,57.46876,12.22136,57.56957,12.303,18.305,Vertical,12.24242,0.6,0.6
10349,A,699,57.48755,12.28955,57.46876,12.22136,28.2625,Vertical,4.59418,0.6,0.3
10349,B,700,57.46876,12.22136,57.48755,12.28955,29.2705,Vertical,4.59418,0.3,0.6
10350,A,694,57.46876,12.22136,57.48725,12.05824,18.36,Vertical,9.99994,0.6,0.6
10350,B,693,57.48725,12.05824,57.46876,12.22136,19.37,Vertical,9.99994,0.6,0.6
10351,A,706,57.42827,12.34478,57.46876,12.22136,28.1785,Vertical,8.67254,0.6,0.6
10351,B,705,57.46876,12.22136,57.42827,12.34478,29.1865,Vertical,8.67254,0.6,0.6
10352,A,727,57.70802,11.94824,57.70588,11.94409,38.5,Vertical,0.34382,0.3,0.3
10352,B,728,57.70588,11.94409,57.70802,11.94824,37.24,Vertical,0.34382,0.3,0.3
10353,A,725,57.70608,11.93871,57.70588,11.94409,38.584,Vertical,0.32142,0.3,0.3
10353,B,726,57.70588,11.94409,57.70608,11.93871,37.324,Vertical,0.32142,0.3,0.3
10354,A,718,57.7057,11.99134,57.70923,12.00797,37.324,Vertical,1.06601,0.3,0.3
10354,B,717,57.70923,12.00797,57.7057,11.99134,38.584,Vertical,1.06601,0.3,0.3
10355,A,716,57.71543,11.99411,57.70923,12.00797,37.24,Vertical,1.07598,0.3,0.3
10355,B,715,57.70923,12.00797,57.71543,11.99411,38.5,Vertical,1.07598,0.3,0.3
10356,A,722,57.70144,12.03743,57.70375,12.01851,33.257,Vertical,1.15659,0.3,0.3
10356,B,721,57.70375,12.01851,57.70144,12.03743,32.445,Vertical,1.15659,0.3,0.3
10357,A,713,57.69467,11.99512,57.69675,12.00068,32.389,Vertical,0.4044,0.3,0.3
10357,B,714,57.69675,12.00068,57.69467,11.99512,33.201,Vertical,0.4044,0.3,0.3
10358,A,691,57.7185,11.93493,57.7147,11.91276,28.1785,Vertical,1.38718,0.3,0.3
10358,B,692,57.7147,11.91276,57.7185,11.93493,29.1865,Vertical,1.38718,0.3,0.3
10359,A,698,57.69274,11.99323,57.69785,11.9911,37.184,Vertical,0.58208,0.3,0.3
10359,B,697,57.69785,11.9911,57.69274,11.99323,38.444,Vertical,0.58208,0.3,0.3
10360,A,724,57.70588,11.94409,57.72355,11.8898,32.333,Vertical,3.78685,0.3,0.3
10360,B,723,57.72355,11.8898,57.70588,11.94409,33.145,Vertical,3.78685,0.3,0.3
10361,A,696,57.67247,12.01552,57.68194,12.00302,28.2345,Vertical,1.29103,0.3,0.3
10361,B,695,57.68194,12.00302,57.67247,12.01552,29.2425,Vertical,1.29103,0.3,0.3
10362,A,720,57.64649,12.1175,57.65908,12.13829,29.2425,Vertical,1.87269,0.3,0.3
10362,B,719,57.65908,12.13829,57.64649,12.1175,28.2345,Vertical,1.87269,0.3,0.3
10363,A,704,57.65543,12.03017,57.62855,11.9672,28.1785,Vertical,4.80579,0.3,0.6
10363,B,703,57.62855,11.9672,57.65543,12.03017,29.1865,Vertical,4.80579,0.6,0.3
10364,A,702,57.70923,12.00797,57.71181,11.98477,28.2485,Vertical,1.41213,0.3,0.3
10364,B,701,57.71181,11.98477,57.70923,12.00797,29.2565,Vertical,1.41213,0.3,0.3
